index,path,error
430,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (497)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
440,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (506)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
443,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (510)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
447,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (511)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
454,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (518)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
461,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (526)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
469,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (534)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
471,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (535)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
481,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (545)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
483,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (547)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
485,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (549)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
486,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (55)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
487,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (55)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
488,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (550)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
491,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (550)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
493,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (553)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
495,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (553)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
499,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (554)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
501,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (556)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
503,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (558)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
508,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (564)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
510,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (566)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
512,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (566)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
514,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (567)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
515,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (568)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
521,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (571)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
522,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (571)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
530,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (575)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
536,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (583)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
538,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (584)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
544,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (587)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
545,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (588)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
548,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (59)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
552,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (596)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
553,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (596)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
554,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (6)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
555,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (60)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
559,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (603)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
560,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (603)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
563,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (607)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
565,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (607)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
570,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (612)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
574,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (615)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
578,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (623)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
587,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (630)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
588,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (631)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
592,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (634)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
593,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (634)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
595,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (636)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
598,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (638)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
599,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (638)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
600,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (638)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
605,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (643)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
607,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (649)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
608,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (651)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
614,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (661)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
621,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (67)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
636,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (685)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
638,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (686)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
640,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (689)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
647,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (694)_2.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
656,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (7)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
657,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (701)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
659,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (701)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
663,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (706)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
664,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (707)_12.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
666,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (709)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
667,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (71)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
669,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (712)_10.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
672,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (714)_8.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
675,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (718)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
676,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (718)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
680,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (720)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
694,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (728)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
696,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (732)_1.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
698,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (733)_3.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
700,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (738)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
704,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (739)_7.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
705,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (739)_9.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
708,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (742)_11.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
713,O:\O drive\AI\my project\medical image projects\Sperm Morphology Colorized\Dataset\archive (1)\dataset\train\Normal_Sperm\Normal_Sperm (745)_4.jpg,"Transformed image size torch.Size([201, 201]) != (224, 224)"
